actual,predicted
Other,Passenger
Tug,Other
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Other
Tanker,Tanker
Tug,Tug
Cargo,Tanker
Tug,Other
Other,Other
Pleasure Craft,Pleasure Craft
Tug,Other
Tug,Tug
Tanker,Tanker
Cargo,Cargo
Other,Other
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Tanker,Tanker
Tanker,Tanker
Cargo,Tanker
Cargo,Tanker
Tanker,Tanker
Other,High-Speed Craft
Tug,Tug
Other,Other
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Tug,Tug
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Other,Passenger
Tanker,Tanker
Cargo,Tanker
Tug,Tug
Tanker,Tanker
Tug,Tug
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Tug,Tug
Tanker,Tanker
Other,High-Speed Craft
Pleasure Craft,Pleasure Craft
Tug,Tug
Search and Rescue,Search and Rescue
Tanker,Tanker
Other,Other
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Other,Passenger
Tanker,Tanker
Other,Other
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Other,Other
Cargo,Cargo
Cargo,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Other,Other
Other,High-Speed Craft
Tanker,Tanker
Other,Other
Other,Other
Tanker,Tanker
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Other,Other
Tanker,Tanker
Cargo,Cargo
Tug,Tug
Other,Passenger
Cargo,Cargo
Other,Other
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Other
Tug,Other
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Other,High-Speed Craft
Tanker,Tanker
Other,Other
Cargo,Cargo
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Tug,Other
Tanker,Tanker
Other,Other
Other,Passenger
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tug,Other
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Tug,Other
Cargo,Cargo
Other,Other
Cargo,Cargo
Tug,Tug
Tanker,Tanker
Cargo,Cargo
Tanker,Cargo
Pleasure Craft,Pleasure Craft
Tug,Other
Tug,Tug
Tanker,Tanker
Cargo,Cargo
Tanker,Cargo
Tanker,Tanker
Other,Other
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Other,Passenger
Cargo,Cargo
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Other
Other,Passenger
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Other,High-Speed Craft
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Other,Other
Tanker,Tanker
Other,Other
Search and Rescue,Search and Rescue
Pleasure Craft,Pleasure Craft
Other,Other
Other,Other
Tanker,Tanker
Tug,Tug
Tanker,Cargo
Tanker,Tanker
Tanker,Tanker
Tug,Other
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Tug,Tug
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Other,High-Speed Craft
Other,Other
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Other,Other
Cargo,Cargo
Tug,Tug
Tanker,Tanker
Cargo,Cargo
Cargo,Cargo
Cargo,Tanker
Tanker,Tanker
Cargo,Tanker
Tanker,Cargo
Search and Rescue,Search and Rescue
Search and Rescue,Search and Rescue
Tanker,Tanker
Tanker,Tanker
Tanker,Cargo
Tug,Other
Other,Other
Search and Rescue,Search and Rescue
Tanker,Tanker
Other,Other
Tanker,Tanker
Tanker,Cargo
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Cargo,Tanker
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Passenger
Other,Other
Tanker,Tanker
Cargo,Tanker
Tug,Tug
Tanker,Tanker
Tug,Tug
Tanker,Tanker
Tug,Tug
Tug,Tug
Pleasure Craft,Pleasure Craft
Other,High-Speed Craft
Tug,Tug
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Other,Other
Cargo,Tanker
Tanker,Tanker
Tanker,Tanker
Tug,Other
Cargo,Tanker
Other,Other
Other,Passenger
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Passenger
Other,Passenger
Other,Other
Tanker,Tanker
Other,Passenger
Other,High-Speed Craft
Other,Other
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Cargo
Other,Other
Tanker,Cargo
Tug,Other
Tanker,Tanker
Search and Rescue,Special Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Search and Rescue,Special Craft
Pleasure Craft,Pleasure Craft
Search and Rescue,Search and Rescue
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Other,Other
Pleasure Craft,Pleasure Craft
Search and Rescue,Special Craft
Tanker,Tanker
Tanker,Tanker
Other,Other
Tanker,Tanker
Other,High-Speed Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tug,Tug
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Tanker,Cargo
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Tanker,Cargo
Cargo,Tanker
Tug,Other
Pleasure Craft,Pleasure Craft
Tanker,Cargo
Other,Passenger
Cargo,Tanker
Passenger,Cargo
Cargo,Tanker
Tug,Other
Other,Other
Other,Other
Tanker,Tanker
Cargo,Tanker
Other,Passenger
Cargo,Tanker
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Other,Other
Tug,Tug
Cargo,Cargo
Other,Other
Tug,Tug
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Cargo,Tanker
Tanker,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tanker,Cargo
Tug,Tug
Tanker,Cargo
Tanker,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tanker,Cargo
Tug,Tug
Tanker,Cargo
Cargo,Cargo
Tanker,Cargo
Tug,Special Craft
Cargo,Cargo
Tanker,Cargo
Tug,Special Craft
Tanker,Cargo
Tug,Tug
Tanker,Cargo
Cargo,Cargo
Tug,Special Craft
Tanker,Cargo
Cargo,Cargo
Tug,Special Craft
Tug,Special Craft
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tug
Tanker,Cargo
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tanker
Tug,High-Speed Craft
Tug,Tug
Cargo,Cargo
Tanker,Cargo
Tug,Tug
Tug,Tug
Tanker,Cargo
Cargo,Cargo
Tug,Tug
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Tug,Tug
Tanker,Cargo
Cargo,Tanker
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tug
Tanker,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Tug,Tug
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Tanker,Cargo
Tug,Tug
Tug,Tug
Cargo,Cargo
Tanker,Cargo
Tanker,Tanker
Tug,Tanker
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tanker,Cargo
Tug,Special Craft
Cargo,Cargo
Tug,Tanker
Tug,Special Craft
Cargo,Cargo
Tanker,Cargo
Tanker,Tanker
Tug,Cargo
Cargo,Cargo
Cargo,Cargo
Tug,Special Craft
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tanker,Tanker
Tug,Cargo
Cargo,Cargo
Tug,Tug
Tanker,Tanker
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tanker,Tanker
Tug,Tug
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Special Craft
Tug,Special Craft
Tug,Tug
Cargo,Cargo
Passenger,Cargo
Cargo,Cargo
Cargo,Cargo
Tanker,Tanker
Tug,Tug
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tanker,Tanker
Passenger,Cargo
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tanker,Tanker
Passenger,Passenger
Cargo,Cargo
Tug,Tug
Tug,Tug
Tanker,Tanker
Tug,Tug
Passenger,Passenger
Cargo,Cargo
Cargo,Cargo
Tanker,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tanker
Cargo,Cargo
Tanker,Tanker
Passenger,Passenger
Cargo,Cargo
Cargo,Tanker
Tug,Tanker
Cargo,Tanker
Tug,Tug
Passenger,Passenger
Cargo,Cargo
Tug,Tug
Passenger,Passenger
Cargo,Tanker
Cargo,Cargo
Tug,Tug
Cargo,Tanker
Tanker,Tanker
Tug,Tanker
Tug,Tug
Cargo,Tanker
Tug,Tanker
Tug,Tug
Cargo,Cargo
Tug,Tanker
Cargo,Tanker
Passenger,Passenger
Passenger,Passenger
Tug,Special Craft
Tanker,Cargo
Cargo,Tanker
Tug,Special Craft
Cargo,Cargo
Tug,Tug
Passenger,Passenger
Tug,Tug
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Cargo,Cargo
Tug,Tug
Cargo,Tanker
Passenger,Passenger
Cargo,Cargo
Passenger,Passenger
Cargo,Cargo
Cargo,Tanker
Tug,Tug
Cargo,Cargo
Tug,Tug
Passenger,Passenger
Cargo,Tanker
Cargo,Cargo
Cargo,Cargo
Passenger,Passenger
Cargo,Cargo
Tug,Tug
Cargo,Tanker
Passenger,Passenger
Cargo,Cargo
Cargo,Tanker
Tug,Tug
Passenger,Cargo
Cargo,Cargo
Tug,Tug
Passenger,Cargo
Cargo,Cargo
Cargo,Tanker
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tug
Cargo,Tanker
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Tanker
Tug,Tug
Cargo,Cargo
Tug,Tug
Cargo,Tug
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tanker
Cargo,Cargo
Tug,Tug
Tug,Tanker
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Tug,Tanker
Cargo,Cargo
Tug,Tanker
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tanker
Cargo,Cargo
Tug,Tug
Tug,Tanker
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Tug,Special Craft
Tug,Special Craft
Cargo,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Special Craft
Cargo,Cargo
Tug,Special Craft
Tug,Special Craft
Tug,Special Craft
Tug,Special Craft
Tug,Tanker
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Tug,Special Craft
Cargo,Cargo
Tug,Passenger
Tug,Tanker
Cargo,Cargo
Tug,Tanker
Tug,Tanker
Tug,Tug
Tug,Tanker
Tug,Tanker
Cargo,Cargo
Tug,Special Craft
Tug,Tug
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Tug,Special Craft
Cargo,Cargo
Tug,Tanker
Cargo,Tanker
Tug,Tug
Tug,Tug
Cargo,Tanker
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Tanker
Tug,Tug
Tug,Tug
Cargo,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Tanker
Tug,Tug
Tug,Tug
Cargo,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Special Craft
Tug,Tug
Cargo,Tanker
Cargo,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Tanker
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Cargo,Tanker
Other,Tanker
Cargo,Tanker
Cargo,Cargo
Other,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Tug,High-Speed Craft
Tug,Special Craft
Tug,Tug
Other,Tanker
Cargo,Cargo
Tug,Tanker
Other,Tanker
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Tug,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Other,Tanker
Tug,Tug
Tug,Tug
Other,Tanker
Other,Tanker
Tug,Tug
Tanker,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tug
Tanker,Cargo
Other,Tanker
Tug,Tug
Tanker,Tanker
Tanker,Tanker
Other,Tanker
Tug,Tug
Tanker,Cargo
Other,Tanker
Tug,Tug
Tug,Tanker
Cargo,Tanker
Cargo,Cargo
Cargo,Tanker
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Tug,Cargo
Cargo,Cargo
Tanker,Cargo
Tanker,Cargo
Tanker,Tanker
Tanker,Cargo
Cargo,Cargo
Tanker,Tanker
Other,Tanker
Cargo,Cargo
Other,Tanker
Cargo,Cargo
Other,Tanker
Cargo,Cargo
Tug,Tanker
Tug,Tanker
Tug,Tanker
Cargo,Cargo
Tug,Tug
Tanker,Cargo
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Cargo,Tanker
Tanker,Cargo
Tug,Tug
Tug,Tug
Cargo,Tanker
Tanker,Cargo
Tug,Tug
Tanker,Tanker
Cargo,Tanker
Tanker,Cargo
Tanker,Cargo
Cargo,Cargo
Tug,Tug
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Tug,Tug
Tanker,Cargo
Cargo,Cargo
Tanker,Cargo
Cargo,Cargo
Tug,Tug
Tanker,Cargo
Cargo,Cargo
Cargo,Cargo
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Cargo,Tanker
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Cargo
Tanker,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Tanker,Cargo
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Tanker,Cargo
Tug,Passenger
Tug,Tug
Tanker,Tanker
Tanker,Cargo
Cargo,Cargo
Tug,High-Speed Craft
Tanker,Cargo
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Tanker,Tanker
Tug,Tug
Tug,Special Craft
Tug,Tanker
Tug,Special Craft
Tanker,Cargo
Tug,Tug
Tug,Tug
Tanker,Cargo
Tanker,Tanker
Tug,Special Craft
Tug,Tug
Tug,Tug
Tanker,Tanker
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tanker,Tanker
Tug,Special Craft
Tug,Tug
Tug,Special Craft
Tug,Tug
Tug,Special Craft
Tug,Special Craft
Cargo,Cargo
Tanker,Tanker
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Tug,Tug
Tug,High-Speed Craft
Tug,Tug
Tanker,Tanker
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Tanker
Cargo,Cargo
Cargo,Cargo
Tanker,Tanker
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Cargo,Passenger
Tug,Tug
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Tug,Tug
Tug,Tug
Tanker,Tanker
Tanker,Tanker
Cargo,Tanker
Tug,Tug
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tanker,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Search and Rescue
Tug,Tug
Tug,Tug
Tug,Special Craft
Tug,Tanker
Cargo,Tanker
Tanker,Cargo
Tug,Tanker
Cargo,Cargo
Cargo,Cargo
Tug,Tanker
Cargo,Cargo
Tug,Tanker
Tug,Tanker
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Tug,Tug
Cargo,Cargo
Cargo,Tanker
Tug,Tug
Tug,Tug
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Special Craft
Tanker,Cargo
Tug,Special Craft
Cargo,Tanker
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tug,Special Craft
Tug,Tug
Cargo,Cargo
Tug,Search and Rescue
Tug,Tug
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Tug,Tug
Tug,Tug
Tanker,Tanker
Tug,Tug
Tug,Tug
Tanker,Tanker
Tug,Tug
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Cargo,Tanker
Tug,Tanker
Cargo,Cargo
Tug,Passenger
Cargo,Tanker
Cargo,Cargo
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Tug,Tug
Cargo,Tanker
Tug,Tanker
Tug,Tug
Tug,Tug
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Tug,Special Craft
Cargo,Cargo
Cargo,Tanker
Tug,Special Craft
Tug,Special Craft
Tanker,Tanker
Cargo,Cargo
Tug,Tug
Tanker,Cargo
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Cargo,Tanker
Tanker,Cargo
Cargo,Cargo
Cargo,Cargo
Tanker,Cargo
Cargo,Cargo
Cargo,Tanker
Cargo,Tanker
Tug,Special Craft
Cargo,Tanker
Cargo,Tanker
Cargo,Tanker
Cargo,Tanker
Tug,Special Craft
Cargo,Tanker
Tug,Special Craft
Tug,Special Craft
Cargo,Tanker
Cargo,Tanker
Cargo,Tanker
Cargo,Tanker
Cargo,Tanker
Cargo,Tanker
Cargo,Tanker
Cargo,Cargo
Cargo,Tanker
Cargo,Tanker
Tug,Special Craft
Cargo,Cargo
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Cargo,Cargo
Other,Tanker
Cargo,Tanker
Tug,Tanker
Cargo,Cargo
Cargo,Tanker
Tug,Tanker
Other,Cargo
Tug,Tug
Cargo,Tanker
Cargo,Tanker
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Cargo,Tanker
Cargo,Cargo
Cargo,Tanker
Tug,Tanker
Cargo,Tanker
Cargo,Tanker
Tug,Tug
Tug,Tug
Cargo,Tanker
Cargo,Tanker
Tug,Special Craft
Cargo,Tanker
Cargo,Tanker
Tug,Tanker
Tug,Tug
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Tug,Tug
Tug,Search and Rescue
Cargo,Tanker
Other,Cargo
Cargo,Tanker
Cargo,Tanker
Cargo,Tanker
Tug,Tanker
Other,Cargo
Tug,Passenger
Tug,Tug
Cargo,Tanker
Tug,Tanker
Cargo,Cargo
Cargo,Tanker
Cargo,Tanker
Cargo,Cargo
Tug,Tug
Tug,Tanker
Tug,Tug
Cargo,Tanker
Cargo,Tanker
Cargo,Cargo
Cargo,Tanker
Cargo,Tanker
Cargo,Tanker
Cargo,Tanker
Passenger,High-Speed Craft
Cargo,Tanker
Cargo,Tanker
Passenger,Cargo
Tug,Special Craft
Tug,Tug
Cargo,Tanker
Tug,Tug
Cargo,Cargo
Tug,Search and Rescue
Cargo,Cargo
Tug,Special Craft
Tug,Tug
Tug,Tug
Passenger,Passenger
Tug,Tug
Tug,Tanker
Tug,Special Craft
Passenger,Passenger
Cargo,Tanker
Passenger,Passenger
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Search and Rescue
Passenger,Passenger
Tug,Tug
Special Craft,Special Craft
Cargo,Cargo
Tug,Tanker
Tug,Tanker
Tug,Tug
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Passenger,Passenger
Cargo,Cargo
Cargo,Cargo
Passenger,Passenger
Cargo,Tanker
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Tug,Tanker
Cargo,Cargo
Tug,Tanker
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Tug,Tanker
Cargo,Cargo
Tug,Tug
Tug,Tanker
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Cargo,Tanker
Cargo,Cargo
Cargo,Tanker
Tug,Tug
Tug,Tanker
Cargo,Tanker
Cargo,Tanker
Tug,Special Craft
Tug,Tanker
Tug,Tug
Tug,Search and Rescue
Tug,Tanker
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Special Craft,Special Craft
Special Craft,Special Craft
Special Craft,Special Craft
Cargo,Cargo
Tug,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tanker
Cargo,Cargo
Tug,Tanker
Special Craft,Special Craft
Cargo,Cargo
Special Craft,Special Craft
Cargo,Cargo
Tug,Tanker
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tanker
Special Craft,Special Craft
Passenger,Passenger
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Special Craft,Special Craft
Tug,Tanker
Special Craft,Special Craft
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tanker
Cargo,Cargo
Tug,Tug
Special Craft,Special Craft
Passenger,Passenger
Tug,Tug
Passenger,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tug
Special Craft,Special Craft
Special Craft,Special Craft
Special Craft,Special Craft
Special Craft,Special Craft
Special Craft,Special Craft
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tanker
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tanker
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tanker
Tug,Tug
Tug,Tanker
Tug,Tug
Cargo,Cargo
Special Craft,Special Craft
Tug,Tug
Tug,Special Craft
Tug,Tug
Special Craft,Special Craft
Tug,Tug
Tug,Tanker
Cargo,Cargo
Special Craft,Special Craft
Cargo,Cargo
Tug,Tug
Tug,Tanker
Special Craft,Special Craft
Special Craft,Special Craft
Special Craft,Special Craft
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Cargo,Cargo
Tanker,Tanker
Tug,Tanker
Special Craft,Special Craft
Cargo,Cargo
Tug,Tug
Tanker,Tanker
Cargo,Cargo
Tug,Tug
Special Craft,Special Craft
Tug,Tug
Tug,Tanker
Tanker,Cargo
Tug,Tanker
Tanker,Cargo
Cargo,Cargo
Tug,Tug
Tug,Tug
Special Craft,Special Craft
Tug,Tug
Cargo,Cargo
Tanker,Cargo
Tanker,Tanker
Cargo,Cargo
Tug,Tug
Tug,Tanker
Tug,Tanker
Tanker,Tanker
Tug,Tug
Tug,Tug
Tanker,Tanker
Tug,Tug
Tanker,Cargo
Tug,Tanker
Tug,Tug
Tug,Tug
Tug,Tanker
Tug,Tug
Tug,Tug
Tanker,Tanker
Tug,Tanker
Tug,Tug
Special Craft,Special Craft
Tug,Tug
Tug,Tug
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Special Craft,Special Craft
Tug,Tug
Cargo,Cargo
Tanker,Tanker
Special Craft,Special Craft
Cargo,Cargo
Special Craft,Special Craft
Cargo,Cargo
Special Craft,Special Craft
Tug,Tug
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Cargo,Cargo
Special Craft,Special Craft
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Special Craft,Special Craft
Tug,Tug
Tanker,Tanker
Tanker,Tanker
Tug,Tanker
Tug,Tug
Cargo,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tanker,Tanker
Tug,Tug
Tug,Cargo
Tanker,Tanker
Tanker,Tanker
Cargo,Tanker
Special Craft,Special Craft
Tanker,Tanker
Tanker,Cargo
Tanker,Tanker
Tanker,Tanker
Tanker,Cargo
Tug,Tug
Tug,Tanker
